baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GRASP	507.324203924899	1.01975921146602	0.0986233547615814	10.3399363561628	4.64846141733529e-25	4.4117380077124e-23
KLF2	2474.42719752736	1.05256305823524	0.101810690347309	10.3384335637507	4.72192560939724e-25	4.46180549687956e-23
CHEK1	891.562035864936	-0.918200355967923	0.0888645079147589	-10.3325880884715	5.01878616471446e-25	4.72160389225364e-23
CLSPN	603.068975534864	-1.15558313426782	0.11188848944954	-10.3279894111803	5.26526225979432e-25	4.93194826630473e-23
TDRD12	30.8040385309855	-2.67428280741094	0.259138580245884	-10.3198944938011	5.72860724897758e-25	5.34273223255294e-23
KIF2C	1424.62972969906	-1.19858688962631	0.116251771807385	-10.310267714562	6.33246735829329e-25	5.88046020547718e-23
CCT6A	8620.195932138	-0.536614398671189	0.0521059568249011	-10.2985230743281	7.15513737532088e-25	6.61589182892331e-23
LRRC4B	53.4480042286565	1.15402758738914	0.112094701963648	10.2951126785937	7.41327322963924e-25	6.82528027604051e-23
ZNF695	114.2788652855	-1.4296153961008	0.138903999742144	-10.2921110893472	7.64808740573885e-25	7.01150617315906e-23
ATP5C1	6950.50139477789	-0.626430005131731	0.0609276565004885	-10.28153782883	8.53546773398778e-25	7.79186935851834e-23
TTK	821.192094497007	-1.22707271999767	0.119565626288106	-10.2627549245709	1.03705110727276e-24	9.42710086712416e-23
CLDN5	965.168018369836	1.3967350747669	0.136185609566547	10.2561135439526	1.11088123913212e-24	1.00558089982615e-22
ARMC1	2898.97702675585	-0.608714371044104	0.0594188557604786	-10.2444647116375	1.25316616232543e-24	1.12963229293469e-22
POP1	698.957233942965	-0.763921201231533	0.0746510692940176	-10.2332251695255	1.40752231437366e-24	1.26348586420275e-22
ROPN1B	175.094285685314	-2.53502623359874	0.247767263569885	-10.2314817424769	1.43309661927677e-24	1.28110512720742e-22
PSMD10	2512.41341825432	-0.448907352757042	0.043881586939881	-10.2299707932636	1.4556327273871e-24	1.29587402805073e-22
UBE2V1	89.7015396107642	-0.605841558242271	0.0592424368147709	-10.2264793755279	1.50905977890341e-24	1.33790880151009e-22
WNT6	120.819248374348	-2.22943259640789	0.218106396276791	-10.2217662318284	1.584275351308e-24	1.39883722002376e-22
SLC27A1	2524.71831649948	0.733849284531157	0.071800548175511	10.2206640921086	1.60239306130711e-24	1.40905943317552e-22
ARL9	99.3778108118347	-1.78014545709841	0.174458954701389	-10.2038067357756	1.90650158475146e-24	1.66966138788153e-22
UBE2V2	2735.48896707516	-0.684560039194734	0.0671035315729391	-10.2015500995002	1.95132921240596e-24	1.70200147984106e-22
DKK1	329.166976197755	-2.45474395412993	0.24063663104241	-10.2010402302271	1.96160139540405e-24	1.70406211542681e-22
DYNC1LI2	6786.90423348991	-0.471822620648902	0.0463077381985221	-10.1888504816666	2.22378053590134e-24	1.92406136005857e-22
KIF18A	459.675436038838	-1.12489745921333	0.11043875079023	-10.1857133584387	2.29669177340602e-24	1.97919710265037e-22
CSNK2A2	1228.75174708722	-0.512378543103064	0.0504058416297313	-10.1650627494104	2.83939136905095e-24	2.43712540457505e-22
FAM54A	201.244193228546	-1.13050707898556	0.111289118240729	-10.1582894793017	3.04369343592844e-24	2.60211632474771e-22
CLTC	42866.9628411167	-0.930797930638546	0.0916452959723596	-10.1565270837172	3.09919807558767e-24	2.63909578420794e-22
CKAP2L	475.918164996498	-1.18966674364849	0.117139191316116	-10.1560095326082	3.11568738156516e-24	2.64269169088346e-22
KPNA4	5324.98216985115	-0.447492520260442	0.0440680694627317	-10.1545750861377	3.16184480169051e-24	2.67132487873021e-22
SKP2	1131.04677393833	-0.89854402020665	0.0885460037899467	-10.1477647973614	3.390395259154e-24	2.85322951028178e-22
KIAA1609	1319.95350803265	-0.770878343221804	0.0759870722030931	-10.1448617622936	3.49272566555093e-24	2.92790979527741e-22
KIAA0090	3509.40516856636	-0.512774033838725	0.0505892409088928	-10.1360294130958	3.82325139661731e-24	3.19256310421408e-22
CDC20	2053.74607732399	-1.28935564142383	0.127389899101801	-10.1213334064537	4.44320655328589e-24	3.6959244009263e-22
DSCC1	558.204075468425	-1.0207992890177	0.100910917904647	-10.115845839221	4.69940059677431e-24	3.89399563295792e-22
DDX19A	2027.33755877546	-0.424320571537315	0.0419995780653655	-10.1029722459814	5.35927675922861e-24	4.42376469351805e-22
FYTTD1	4936.85697496977	-0.524009948575163	0.0519207401837324	-10.0924976554811	5.9632556214026e-24	4.89201910328229e-22
VCP	22419.2154681109	-0.434629355133721	0.043065209526126	-10.0923543601953	5.97196910584497e-24	4.89201910328229e-22
ESRP1	8576.87963546264	-0.69715773450238	0.0691037140252427	-10.0885711330612	6.20663649978781e-24	5.06499154361472e-22
CCNB2	1017.51876632336	-1.13646169666589	0.112663689519155	-10.0872046842801	6.29362124262904e-24	5.11659532268679e-22
FSD1	31.0405227637146	-1.95002581583711	0.193324436351251	-10.0868046101224	6.31931671540932e-24	5.1181714028864e-22
JUNB	12546.6614889634	1.09700574945394	0.108840974626535	10.0789776388725	6.84344513268542e-24	5.52191692653838e-22
OPRK1	21.5861837631282	-2.76080707283414	0.273946572052225	-10.0779033376911	6.9186672096249e-24	5.56178232702085e-22
CCDC90A	2598.56521898296	-0.611569942466208	0.0607004990265885	-10.075204525062	7.11126879553331e-24	5.69535966286133e-22
CDC25A	413.19351220425	-1.16448333407062	0.115609228455274	-10.072581139326	7.30357464012043e-24	5.82771155728721e-22
SLC7A5	5583.28496348172	-1.42949589288454	0.142000207376433	-10.0668577834893	7.74118031061425e-24	6.15409552073334e-22
KIF4A	1143.79095686364	-1.13555138721384	0.11284207199201	-10.0631915664774	8.03504121570652e-24	6.36422529232284e-22
MSH2	2706.24253761332	-0.614652123080213	0.0610891652986195	-10.0615570711375	8.16958742034288e-24	6.44709125948231e-22
RBM5	5623.18168037189	0.471496958026949	0.0468893346305864	10.0555267363377	8.68556977880595e-24	6.8292669822845e-22
TUBA1C	12921.0541217725	-0.650153283359438	0.0646596094987467	-10.0550140713739	8.730896094723e-24	6.83994274417135e-22
EPCAM	12662.8148688885	-0.779271668996319	0.0775505882549755	-10.0485590958276	9.3220456414912e-24	7.27659968479299e-22
LOC100289230	108.866879225516	0.928122336474571	0.0924410439682854	10.0401542067503	1.01515332551292e-23	7.89547409561385e-22
CHRNA5	180.773819808303	-1.54081242615399	0.153644471898246	-10.0284273629736	1.14322905107127e-23	8.85961391233073e-22
NR4A1	8262.83696542564	1.5232285647979	0.151917852146271	10.0266594299352	1.16387825063232e-23	8.98730933033071e-22
IGSF23	6.53284705771741	-2.77746951444963	0.277125188692455	-10.0224361688463	1.21471238330376e-23	9.3463441378201e-22
LDHA	27003.5298480489	-0.654134064917026	0.0653141682576664	-10.0151939826662	1.30705246583503e-23	1.00210456668861e-21
CTPS	1962.36221741935	-0.79648271550848	0.0795318639935242	-10.0146365936216	1.31444086536217e-23	1.00419553203414e-21
NUDT5	2691.0701093115	-0.700927021868273	0.0700228264306887	-10.0099789968072	1.37781789001628e-23	1.04889429761522e-21
MCCC1	1772.83066209477	-0.687316522024841	0.0686963353872216	-10.0051410042564	1.44685428109825e-23	1.09757143070354e-21
RCC1	3125.06970476765	-0.708681402137473	0.0709012658027898	-9.99532792698869	1.59757585028659e-23	1.20765523223068e-21
ADAM33	428.549045394883	1.3787206416189	0.137948873859857	9.99443201703512	1.61208734242782e-23	1.21436397570856e-21
PUS7	1453.41978853743	-0.68528004117207	0.068586100554313	-9.99152941534269	1.66000462110334e-23	1.2461024235906e-21
DLGAP5	945.311618925379	-1.18606111055085	0.118728143396528	-9.98972170052085	1.69055702101322e-23	1.26463057155239e-21
TMCC2	239.320838380832	-1.46381693536757	0.146576200033475	-9.98673000823639	1.74234789560252e-23	1.29886308175989e-21
RBM28	1305.57548675864	-0.501365591602936	0.0502064817842067	-9.98607298870023	1.75393066494322e-23	1.30298904294954e-21
GAL	168.439473417247	-2.12295408053673	0.212600678183821	-9.98564114974818	1.76158516175244e-23	1.30417837542249e-21
CIRBP	19235.328491156	0.747179208224497	0.0748402346853675	9.98365667031485	1.79718822505455e-23	1.32598024385532e-21
NDRG1	13897.2595243636	-1.14752719922167	0.11497193814645	-9.98093289303312	1.84721765089968e-23	1.35824085566494e-21
B3GNT5	706.798231964823	-1.35361097132249	0.13563250744048	-9.97998928771927	1.86486914367563e-23	1.36655581059006e-21
CRISP3	819.167248178562	-3.04121494316992	0.304885181037205	-9.9749516615529	1.96196963421536e-23	1.43283639998426e-21
GPIHBP1	329.039550502231	1.48390861177038	0.148800117349542	9.97249624665671	2.01109627723097e-23	1.46375196610351e-21
ERO1L	2441.49053297783	-0.887779458641791	0.0890358953431022	-9.97102859718218	2.04103982432315e-23	1.48054417424976e-21
ACTR2	17673.8354525537	-0.518303992674784	0.0520089944198824	-9.96566071803616	2.15436588561638e-23	1.55750532348051e-21
PGK2	120.760746786102	-0.796900371457885	0.0800862308428914	-9.95052911181697	2.50845925013088e-23	1.80743297942541e-21
LEAP2	48.3375902268752	1.07245385318555	0.107850894905683	9.94385678601388	2.6823612956223e-23	1.92629305842956e-21
IGF2BP2	282.793981027713	-1.66351825316215	0.167352545533436	-9.94020286849948	2.78259871405985e-23	1.99163809620284e-21
CNOT1	9867.98719666131	-0.615385958036286	0.0619113152060619	-9.939797854206	2.79393524052168e-23	1.99313049078805e-21
TFG	7193.12564710177	-0.489212152479452	0.0492191500379847	-9.93946770925351	2.80320996443743e-23	1.99314704534125e-21
BTG2	23151.2023871856	1.24510026993261	0.125281769677451	9.93839944261832	2.83343007121268e-23	2.00800715309888e-21
YWHAZ	48220.5899337655	-0.732336794308616	0.0737081762922476	-9.93562493535253	2.91343311526077e-23	2.05793452574354e-21
TRIM59	804.162352843171	-0.80782844335167	0.0813723669893903	-9.92755247560882	3.15914557818384e-23	2.2192449619987e-21
NDC80	816.662300230234	-1.19156021599737	0.120026820101326	-9.92744967326025	3.16240346887115e-23	2.2192449619987e-21
CHST4	36.2598940187543	-2.38666188458157	0.240429006098014	-9.92668032578655	3.18689055494095e-23	2.22916786089765e-21
CEBPG	3170.51239878928	-0.551985976923609	0.0556376418761019	-9.92108864270007	3.37059560552539e-23	2.35003597816955e-21
F10	158.261116860694	1.04651075400019	0.105531103255836	9.91660962231362	3.52527700123328e-23	2.44995379724419e-21
TMEM65	1611.52322349366	-0.786769086846203	0.0794154831139863	-9.90699868584746	3.88130554083092e-23	2.68870889297947e-21
TPGS2	3216.84518842404	-0.583967385562762	0.0589759213863238	-9.90179333930984	4.08876407729882e-23	2.82334401542711e-21
AVPR2	95.6019590359089	1.38941763097434	0.140329143031662	9.90113386968277	4.11581868759067e-23	2.83294561678765e-21
NETO2	820.253807406371	-1.28348067367684	0.129671362467982	-9.89795008897012	4.24894660461961e-23	2.9152645111441e-21
CYB5B	3524.23813142262	-0.384922329925645	0.0388956729019261	-9.89627640319301	4.32063149890952e-23	2.95503761944465e-21
MIR637	33.2062586250587	1.08115073179353	0.109298816792123	9.89169657572582	4.52296704981585e-23	3.08363297852002e-21
ANKRD45	37.728396677805	-1.56072413343297	0.157830530948201	-9.88860725524137	4.66472244295982e-23	3.17024543568222e-21
PGD	7390.12037720934	-0.588593030456392	0.0595468731253798	-9.88453296644261	4.85841935428354e-23	3.29150272228568e-21
ZNF280A	4.11086242015935	-3.76202615980578	0.380638466610316	-9.88346289146129	4.91059895312995e-23	3.30187596646014e-21
SGOL1	360.048441260661	-1.18464478607198	0.11986292495473	-9.88332953262571	4.91714063136718e-23	3.30187596646014e-21
ITFG1	3183.69691675417	-0.615733477114936	0.0623005369329631	-9.88327721440797	4.9197093633202e-23	3.30187596646014e-21
CBFB	2866.97190987019	-0.50960347659154	0.0516061614182921	-9.87485723770395	5.35091002171529e-23	3.58012439465323e-21
TARS	5682.66776862508	-0.584389539602579	0.0591817151208976	-9.87449482342269	5.37028699974671e-23	3.58196480255552e-21
STAU1	10262.3079775378	-0.431472276676558	0.0437361077381956	-9.86535608653957	5.88253516729672e-23	3.91152276679755e-21
AKR1B10	116.778902321239	-2.53159750431884	0.256775527450522	-9.85918529485507	6.25548878728551e-23	4.14671539794705e-21
PLOD2	4273.91472422424	-1.13385656133362	0.115011755065589	-9.85861454498288	6.29114448860672e-23	4.15755879946451e-21
GINS3	500.007598429502	-0.631615545094587	0.0641461204384106	-9.84651200692686	7.09640486846872e-23	4.67538062649205e-21
RLBP1	6.63475213233852	-2.65394987561137	0.269629333679285	-9.84295677104684	7.35178167305849e-23	4.8272985571421e-21
HPDL	134.065944165408	-1.78249012902876	0.181097987880939	-9.84268323401052	7.37180293956438e-23	4.8272985571421e-21
MIR143HG	844.303103392339	1.38674417429252	0.141115686670371	9.82700227744194	8.61448506713068e-23	5.62395352382616e-21
LOC439990	53.0326675200926	-1.42877218603518	0.145670558673709	-9.80824264727038	1.03759760535021e-22	6.75347516908303e-21
HSP90AB3P	5712.0041613732	-0.638438122655511	0.0651177696203513	-9.80436102737738	1.07827266573195e-22	6.98565748133569e-21
SLC28A1	22.92889247408	-1.9598131132919	0.199894805232698	-9.8042223308929	1.07975489290976e-22	6.98565748133569e-21
TGS1	1723.81990174371	-0.555821325141048	0.0567052775226268	-9.8019328962681	1.10451517924305e-22	7.12445359928509e-21
DLX5	100.995903207731	-1.58093471185293	0.161409451480341	-9.79456095881398	1.18812449468391e-22	7.64088182491646e-21
ACOT7	1438.05291839218	-0.819540466164471	0.0837526091764977	-9.78525295179039	1.30269139656025e-22	8.352733168897e-21
ELOVL1	5221.91904608241	-0.462597835029853	0.0472834834736204	-9.78349734507056	1.32549477821367e-22	8.47372685514404e-21
USP1	3844.38258675343	-0.676347838422654	0.0691503411772625	-9.78083154628088	1.36087814540464e-22	8.67418898360874e-21
UTP11L	1814.06717623977	-0.43464908375037	0.0444443555037429	-9.77962395503216	1.37721276388967e-22	8.75241055611768e-21
AP1G1	6506.68544062463	-0.559543469619153	0.0572421191656818	-9.77503065530485	1.44113695680804e-22	9.13172194043305e-21
ACAT2	1336.76549943556	-0.702875263515016	0.0719895025651358	-9.76357994527128	1.61356591237637e-22	1.01943296235298e-20
ASUN	1700.20835733215	-0.626370055055077	0.0641615071571326	-9.76239622178896	1.63251551580343e-22	1.02838930621254e-20
GNL3L	2447.21399814788	-0.484752556053441	0.0496645374082188	-9.76053702200036	1.66272407017599e-22	1.04436522938401e-20
EIF5B	10510.0000528475	-0.503275586179685	0.0516082229363033	-9.75184878581937	1.81138927953982e-22	1.13443519297692e-20
LOC388630	493.740016103691	1.36860450670328	0.140366597348989	9.75021502658905	1.84077953505791e-22	1.14950012473298e-20
LCN6	29.7334922090617	1.80473997170178	0.185116374306353	9.74921844955258	1.85893855699977e-22	1.15748474774575e-20
PRKAG3	11.3743839199933	-2.4623958466766	0.252676573294083	-9.74524790555351	1.93306469792676e-22	1.20017135020559e-20
STT3A	9954.33179024661	-0.494771859935977	0.0507830857016627	-9.7428475071923	1.97928897339556e-22	1.22533912766764e-20
NFATC3	3702.15890427111	-0.429720782044947	0.044119671670339	-9.73989075113272	2.03773311079727e-22	1.25790607848184e-20
MIR126	3.57479133962248	2.00728487593991	0.20609622047172	9.73955209535412	2.04453515612701e-22	1.25849901153144e-20
PCSK4	426.474278897566	1.22913681491483	0.126315734529945	9.73067068397126	2.23116971399536e-22	1.36946781533664e-20
TCP1	7919.23020590852	-0.59465546850253	0.0611424466652286	-9.7257388432365	2.34198934358122e-22	1.43340393233278e-20
MYBL2	2853.2310255178	-1.4171191477076	0.145714613906579	-9.72530557996159	2.35198130159175e-22	1.4354415059913e-20
LOC284440	344.028419721595	0.758089917742636	0.0779568611102761	9.72447975644194	2.37114351835482e-22	1.4430484734304e-20
LACTB2	744.165111281214	-0.755116049969809	0.0776704727542476	-9.72204781550675	2.42847581442432e-22	1.47377698439317e-20
CPSF3	2692.20532553361	-0.465232950490209	0.0478967558320418	-9.71324555094352	2.64769296642428e-22	1.60230048507429e-20
TTC35	2375.94516430263	-0.551946178000124	0.0568261888833124	-9.71288395098072	2.65710558339541e-22	1.6034925122877e-20
C11orf82	458.952211149255	-1.00807955399697	0.1038216901277	-9.70972012454273	2.74088674402618e-22	1.64943195567877e-20
OLAH	8.14390399456375	-2.05334072283419	0.211532868350206	-9.70695825593758	2.81615759061818e-22	1.69000833237543e-20
CALU	14428.5096784716	-0.641552079363559	0.066096806306596	-9.7062492911936	2.83580714689836e-22	1.69707303257717e-20
ATP6V1C2	306.698008191708	-1.52660117658112	0.157580653015949	-9.68774495703232	3.39951491897168e-22	2.0287853023359e-20
KDM1A	5909.85359747899	-0.48280075632248	0.0498612449300517	-9.68288611725963	3.56506986413932e-22	2.12170898212755e-20
GPSM2	1079.46637985747	-0.889323319314114	0.0918557651135771	-9.68173655964316	3.60539143406802e-22	2.13979485001547e-20
ACTR3	11287.0193618984	-0.506690473679788	0.0523409189726294	-9.6805803876839	3.64640019292351e-22	2.15818807022923e-20
C5orf46	168.880815869987	-1.6082393022495	0.166181575642689	-9.67760292336744	3.75414648642233e-22	2.21303395033e-20
FADS2	7358.80553603188	-1.67302961544914	0.17287910444554	-9.67745420023372	3.7596102201113e-22	2.21303395033e-20
MSH6	4845.25712829835	-0.537748125497977	0.0555706656255484	-9.67683434136786	3.78246723562597e-22	2.22042163826501e-20
SLC1A6	18.9600971951434	-3.46329259908157	0.35816727980298	-9.66948349102871	4.06424068904422e-22	2.37934786426002e-20
LOC388387	5.17153149102489	1.23956444316734	0.128202592400297	9.66879389846465	4.09171651698234e-22	2.38894148080942e-20
KRT86	456.661987189977	-1.9089527310777	0.197750901126989	-9.6533200111783	4.75895324174229e-22	2.77099699027286e-20
ISLR2	139.790123830358	0.925492670769986	0.0958920456006005	9.65140189651132	4.84882660369966e-22	2.81571752965244e-20
MCM6	3580.38471042664	-0.638488000400531	0.0661606200262233	-9.65057461897215	4.88810525323754e-22	2.83089622515456e-20
KIF23	1448.74537063465	-0.945137463982603	0.097961285296289	-9.64807128779482	5.00889003882035e-22	2.89307042885645e-20
PCSK1N	221.525701720545	-2.31164812137898	0.239744232955081	-9.64214276558676	5.30684598972659e-22	3.056970320927e-20
